NOC,Year,Gold,Silver,Bronze,Total,AthleteCount,SportCount,EventCount,HasMedal,SexRatio,isHost
GAB,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GBR,1932,5,7,5,17,107.0,10.0,50.0,1.0,0.0,0
GBS,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEO,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEQ,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GER,1932,5,12,7,24,145.0,15.0,67.0,1.0,0.0,0
GHA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GRE,1932,0,0,0,0,10.0,3.0,12.0,0.0,0.0,0
GRN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUA,1932,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
GUI,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUY,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HAI,1932,0,0,0,0,3.0,2.0,3.0,0.0,0.0,0
HKG,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HON,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HUN,1932,6,5,5,16,58.0,11.0,39.0,1.0,0.0,0
INA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IND,1932,1,0,0,1,19.0,3.0,8.0,1.0,0.0,0
IRI,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRL,1932,2,0,0,2,16.0,3.0,10.0,1.0,0.0,0
IRQ,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISL,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISV,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ITA,1932,12,12,12,36,112.0,13.0,61.0,1.0,0.0,0
IVB,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JAM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JOR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JPN,1932,7,7,4,18,157.0,11.0,66.0,1.0,0.0,0
KAZ,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KEN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KGZ,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KIR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOS,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KUW,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAO,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAT,1932,0,1,0,1,5.0,2.0,4.0,1.0,0.0,0
LBA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LCA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LES,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LIE,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LTU,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LUX,1932,0,0,0,0,3.0,1.0,3.0,0.0,0.0,0
MAD,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAS,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAW,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDV,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MEX,1932,0,2,0,2,72.0,12.0,52.0,1.0,0.0,0
MGL,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MHL,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MKD,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLI,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLT,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MNE,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MON,1932,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
MOZ,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MRI,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MTN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MYA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NAM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NCA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NED,1932,2,5,1,8,46.0,9.0,29.0,1.0,0.0,0
NEP,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NGR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NIG,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NOR,1932,0,0,0,0,7.0,4.0,8.0,0.0,0.0,0
NRU,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NZL,1932,0,1,0,1,21.0,4.0,15.0,1.0,0.0,0
OMA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAK,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PER,1932,0,0,0,0,2.0,1.0,1.0,0.0,0.0,0
PHI,1932,0,0,3,3,8.0,3.0,7.0,1.0,0.0,0
PLE,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PLW,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PNG,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
POL,1932,3,2,4,9,51.0,4.0,21.0,1.0,0.0,0
POR,1932,0,0,0,0,6.0,3.0,4.0,0.0,0.0,0
PRK,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PUR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
QAT,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ROU,1932,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
RSA,1932,2,0,3,5,12.0,4.0,18.0,1.0,0.0,0
RUS,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RWA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SAM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEY,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SGP,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SKN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLE,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLO,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SMR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOL,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRB,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SSD,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUD,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUI,1932,0,1,0,1,7.0,4.0,9.0,1.0,0.0,0
SUR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SVK,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SWE,1932,10,5,9,24,81.0,12.0,51.0,1.0,0.0,0
SWZ,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SYR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TAN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TGA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
THA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TJK,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TKM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TLS,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TOG,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TPE,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TTO,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUR,1932,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
TUV,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UAE,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UGA,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UKR,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
URU,1932,0,0,1,1,2.0,2.0,2.0,1.0,0.0,0
USA,1932,44,36,30,110,463.0,17.0,122.0,1.0,0.0,1
UZB,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VAN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VEN,1932,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
VIE,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
YEM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ZAM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ZIM,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AFG,1936,0,0,0,0,15.0,2.0,4.0,0.0,0.0,0
ALB,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALG,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AND,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANG,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANT,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARG,1936,2,2,3,7,51.0,8.0,31.0,1.0,0.0,0
ARM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARU,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AUS,1936,0,0,1,1,32.0,7.0,26.0,1.0,0.0,0
AUT,1936,5,7,5,17,234.0,19.0,105.0,1.0,0.0,0
AZE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAH,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BDI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BEL,1936,0,0,3,3,150.0,15.0,72.0,1.0,0.0,0
BEN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BER,1936,0,0,0,0,5.0,1.0,4.0,0.0,0.0,0
BHU,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIH,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIZ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BLR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOL,1936,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0
BOT,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRA,1936,0,0,0,0,73.0,9.0,37.0,0.0,0.0,0
BRN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRU,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BUL,1936,0,0,0,0,26.0,7.0,22.0,0.0,0.0,0
BUR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAF,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CAN,1936,1,3,5,9,97.0,12.0,69.0,1.0,0.0,0
CAY,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CGO,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CHI,1936,0,0,0,0,40.0,8.0,27.0,0.0,0.0,0
CHN,1936,0,0,0,0,54.0,7.0,27.0,0.0,0.0,0
CIV,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CMR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COD,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COK,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
COL,1936,0,0,0,0,5.0,1.0,5.0,0.0,0.0,0
COM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CPV,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CRC,1936,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0
CRO,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CUB,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CYP,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
CZE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Czechoslovakia,1936,3,5,1,9,,,,,,0
DEN,1936,0,2,3,5,121.0,14.0,71.0,1.0,0.0,0
DJI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DMA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
DOM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ECU,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
EGY,1936,2,1,2,5,53.0,10.0,30.0,1.0,0.0,0
ERI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ESP,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
EST,1936,2,2,3,7,33.0,8.0,29.0,1.0,0.0,0
ETH,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FIJ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
FIN,1936,8,6,6,20,108.0,14.0,70.0,1.0,0.0,0
FRA,1936,7,6,6,19,201.0,18.0,100.0,1.0,0.0,0
FSM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAB,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GAM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GBR,1936,4,7,3,14,208.0,17.0,91.0,1.0,0.0,0
GBS,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEO,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GEQ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GER,1936,38,31,32,101,433.0,22.0,143.0,1.0,0.0,1
GHA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GRE,1936,0,0,0,0,41.0,7.0,34.0,0.0,0.0,0
GRN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
GUY,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HAI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HKG,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HON,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
HUN,1936,10,1,5,16,216.0,21.0,104.0,1.0,0.0,0
INA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IND,1936,1,0,0,1,27.0,4.0,12.0,1.0,0.0,0
IRI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRL,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
IRQ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISL,1936,0,0,0,0,12.0,2.0,6.0,0.0,0.0,0
ISR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ISV,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ITA,1936,9,13,5,27,244.0,17.0,99.0,1.0,0.0,0
IVB,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JAM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JOR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
JPN,1936,6,4,10,20,220.0,14.0,79.0,1.0,0.0,0
KAZ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KEN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KGZ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KIR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KOS,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KSA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
KUW,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAO,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LAT,1936,0,1,1,2,29.0,6.0,16.0,1.0,0.0,0
LBA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LBR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LCA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LES,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LIE,1936,0,0,0,0,6.0,3.0,5.0,0.0,0.0,0
LTU,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
LUX,1936,0,0,0,0,49.0,10.0,37.0,0.0,0.0,0
MAD,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAS,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MAW,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MDV,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MEX,1936,0,0,3,3,32.0,8.0,14.0,1.0,0.0,0
MGL,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MHL,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MKD,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MLT,1936,0,0,0,0,11.0,2.0,2.0,0.0,0.0,0
MNE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MON,1936,0,0,0,0,8.0,2.0,5.0,0.0,0.0,0
MOZ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MRI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MTN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
MYA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NAM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NCA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NED,1936,6,4,7,17,165.0,15.0,75.0,1.0,0.0,0
NEP,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NGR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NIG,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NOR,1936,1,3,2,6,70.0,12.0,43.0,1.0,0.0,0
NRU,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
NZL,1936,1,0,0,1,7.0,3.0,9.0,1.0,0.0,0
OMA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAK,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PAR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PER,1936,0,0,0,0,40.0,8.0,16.0,0.0,0.0,0
PHI,1936,0,0,1,1,28.0,6.0,20.0,1.0,0.0,0
PLE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PLW,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PNG,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
POL,1936,0,4,5,9,144.0,15.0,55.0,1.0,0.0,0
POR,1936,0,0,1,1,19.0,5.0,10.0,1.0,0.0,0
PRK,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
PUR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
QAT,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ROU,1936,0,1,0,1,54.0,9.0,33.0,1.0,0.0,0
RSA,1936,0,1,0,1,32.0,6.0,27.0,1.0,0.0,0
RUS,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
RWA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SAM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SEY,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SGP,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SKN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SLO,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SMR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOL,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SOM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRB,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SRI,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SSD,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
STP,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUD,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SUI,1936,4,9,5,18,190.0,21.0,102.0,1.0,0.0,0
SUR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SVK,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SWE,1936,6,5,10,21,169.0,17.0,84.0,1.0,0.0,0
SWZ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
SYR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TAN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TGA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
THA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TJK,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TKM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TLS,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TOG,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TPE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TTO,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
TUR,1936,1,0,1,2,48.0,7.0,26.0,1.0,0.0,0
TUV,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UAE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UGA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
UKR,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
URU,1936,0,0,0,0,37.0,6.0,15.0,0.0,0.0,0
USA,1936,24,21,12,57,352.0,21.0,127.0,1.0,0.0,0
UZB,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VAN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VEN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIE,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
VIN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
YEM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
Yugoslavia,1936,0,1,0,1,,,,,,0
ZAM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ZIM,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AFG,1948,0,0,0,0,22.0,2.0,2.0,0.0,0.0,0
ALB,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ALG,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AND,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANG,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ANT,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARG,1948,3,3,1,7,199.0,16.0,101.0,1.0,0.0,0
ARM,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ARU,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
ASA,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
AUS,1948,2,6,5,13,75.0,11.0,52.0,1.0,0.0,0
AUT,1948,1,0,3,4,148.0,17.0,79.0,1.0,0.0,0
AZE,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAH,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAN,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BAR,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BDI,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BEL,1948,2,2,3,7,151.0,17.0,77.0,1.0,0.0,0
BEN,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BER,1948,0,0,0,0,12.0,3.0,13.0,0.0,0.0,0
BHU,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIH,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BIZ,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BLR,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOL,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BOT,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRA,1948,0,0,1,1,70.0,11.0,41.0,1.0,0.0,0
BRN,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
BRU,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0
